participant_id,age_group,gender,education,occupation,country_of_residence,nationality,race,native_tongue,languages_spoken,english_fluency,political_party,political_inclination,listening_habits,tech_savy,ai_experience,media_consumption,participant_date_of_entry,rating_id,audio_clip_id,speech_clarity,speech_persuasiveness,speech_pace_engagement,speaker_trustworthiness,speech_trustworthiness,speaker_competence,speech_speed_influence,pitch_sincerity_effect,loudness_attention_influence,realness_scale,realness_perception,influenced_by_tone,influenced_by_quality,influenced_by_content,confidence_level,policy_agreement,likelihood_to_vote,open_ended_response,group_no,share_likely_private,share_likely_public,report_misleading,downrank_agree,watermark_action,candidate_position_after,agreement_candidate_position,candidate_consistency,candidate_alignment,confidence_candidate_position,em_anger,em_fear,em_enthusiasm,em_pride,mip_topics,mip_topics_before,perceived_threat,identity_threat,salience_before,stance_before,salience_after,stance_after,rating_created_at,topic,speaker,group
380,41-50,he/him/his,Associate degree,Information Technology (IT) & Software,US,"[""France"", ""Ireland"", ""Canada""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,3,"[""Music""]",Very comfortable,Intermediate,Social media scroller,2025-11-06 13:15:59,1251,549,10,1,1,1,1,1,6,9,1,10,1,1,0,1,10,1,1,,1,1,1,0,10,5,10,1,10,1,10,10,9,1,1,"Economy, Racism, Government / Poor leadership, Elections / Democracy","Economy, Government / Poor leadership, Racism",10,10,6,2,7,7,2025-11-06 13:19:54,Education,Trump,1
382,41-50,he/him/his,Bachelor's degree,Hospitality & Food Services,US,"[""Mexico""]","[""Hispanic or Latino""]","[""English""]",2,Proficient (C2),Democrats,2,"[""Music"", ""Podcasts""]",Comfortable,Advanced,Casual viewer,2025-11-06 13:18:51,12666,423,9,9,9,9,9,9,9,9,9,9,1,0,0,1,9,10,10,I enjoyed the survey.,1,9,9,0,8,8,8,9,10,10,10,3,5,3,3,"Climate, Healthcare","Climate, Healthcare, Government / Poor leadership, Economy",9,2,9,10,8,9,2025-11-06 13:29:58,Climate,Harris,1
389,51-60,he/him/his,Doctorate,Business & Management,US,"[""United States of America""]","[""White""]","[""English""]",2,Proficient (C2),Republicans,9,"[""Music"", ""Podcasts""]",Very comfortable,Intermediate,Podcast listener,2025-11-06 13:22:46,1263,549,10,7,8,10,9,9,7,4,9,10,1,1,0,1,9,8,9,,1,8,7,0,2,3,10,8,8,9,10,3,1,9,9,"Economy, Crime & Public safety","Economy, Crime & Public safety",2,1,9,8,9,9,2025-11-06 13:28:42,Education,Trump,1
391,41-50,he/him/his,Bachelor's degree,Manufacturing & Production,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,9,"[""Podcasts""]",Very comfortable,Expert,News junkie,2025-11-06 13:24:26,1281,536,8,8,8,8,8,10,9,10,10,9,0,0,0,1,10,10,8,The tone of the speaker does not sound authentic,1,10,9,0,10,9,6,8,8,10,6,4,3,4,5,Immigration,Immigration,5,9,4,5,10,10,2025-11-06 13:38:45,Immigration,Trump,1
392,31-40,he/him/his,High school or equivalent,Other,US,"[""Italy""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,3,"[""Audiobooks""]",Very comfortable,Intermediate,Social media scroller,2025-11-06 13:27:26,1279,447,7,7,6,3,4,4,3,4,7,3,1,0,1,0,6,7,6,No,1,7,4,0,6,7,2,3,4,6,4,8,6,3,3,Racism,Economy,7,7,7,7,7,7,2025-11-06 13:36:31,NationalSecurity,Harris,1
394,51-60,she/her/hers,Bachelor's degree,Hospitality & Food Services,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,7,"[""Podcasts"", ""Audiobooks""]",Comfortable,Intermediate,Series binge-watcher,2025-11-06 13:33:52,1282,411,10,10,10,10,10,10,10,1,3,10,1,1,0,1,10,10,10,,1,1,1,0,1,4,10,10,10,10,10,1,1,6,5,"Immigration, Economy, Racism, Education, Government / Poor leadership, Elections / Democracy, Crime & Public safety, Poverty / Homelessness, Unifying the country","Immigration, Economy, Racism, Education, Government / Poor leadership, Elections / Democracy, Crime & Public safety, Poverty / Homelessness, Unifying the country",10,2,9,10,10,10,2025-11-06 13:43:08,NationalSecurity,Harris,1
397,41-50,she/her/hers,High school or equivalent,Retail & Customer Service,US,"[""Jamaica"", ""Grenada""]","[""Black or African American""]","[""English""]",1,Proficient (C2),Independent,4,"[""Podcasts"", ""Nature Sounds"", ""White Noise""]",Very comfortable,Intermediate,Social media scroller,2025-11-06 15:13:21,1286,537,10,1,9,1,1,1,9,1,1,10,1,1,0,1,10,1,1,,1,2,2,0,5,5,10,1,9,1,10,9,1,1,1,"Immigration, Economy, Racism, Government / Poor leadership, Healthcare, Poverty / Homelessness","Economy, Racism, Healthcare, Poverty / Homelessness",10,9,8,1,9,1,2025-11-06 15:17:18,Immigration,Trump,1
399,41-50,she/her/hers,Associate degree,Other,US,"[""United States of America""]","[""Black or African American""]","[""English""]",1,Proficient (C2),Democrats,3,"[""Music""]",Comfortable,Beginner,Series binge-watcher,2025-11-06 15:14:31,1290,425,10,10,10,10,10,10,10,1,10,10,1,1,1,1,10,10,10,No,1,1,1,0,10,7,1,10,10,10,10,1,1,10,10,"Economy, Healthcare, Immigration, Racism","Economy, Racism, Government / Poor leadership, Healthcare, Poverty / Homelessness",8,1,10,1,10,10,2025-11-06 15:19:36,Economy,Harris,1
402,31-40,they/them/theirs,Associate degree,Education & Training,US,"[""Japan""]","[""Asian""]","[""English""]",1,Proficient (C2),Democrats,1,"[""Audiobooks"", ""Podcasts"", ""Music""]",Comfortable,Intermediate,Casual viewer,2025-11-06 15:14:54,1287,551,2,1,1,1,1,1,1,2,1,8,1,1,0,1,5,1,1,No. Orange Traitor always sounds incoherent so I wouldn't know if it's AI or not,1,1,1,0,10,1,6,1,2,1,10,9,5,1,1,"Government / Poor leadership, Elections / Democracy, Healthcare, Racism","Government / Poor leadership, Economy, Elections / Democracy, Poverty / Homelessness",4,8,10,10,10,10,2025-11-06 15:18:24,Climate,Trump,1
404,31-40,she/her/hers,Master's degree,Engineering & Architecture,US,"[""India""]","[""Asian""]","[""Hindi""]",2,Advanced (C1),Independent,4,"[""Music""]",Comfortable,Advanced,Social media scroller,2025-11-06 15:15:13,1289,533,5,6,6,6,6,6,7,7,7,6,1,0,0,1,6,5,5,,1,6,3,1,10,6,6,6,6,5,5,8,4,6,6,Government / Poor leadership,Government / Poor leadership,7,6,10,2,10,2,2025-11-06 15:19:27,Immigration,Trump,1
407,51-60,she/her/hers,High school or equivalent,Unemployed,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Independent,5,"[""Music""]",Comfortable,Intermediate,Social media scroller,2025-11-06 15:16:44,1291,554,10,10,10,10,10,10,10,10,10,10,1,1,0,0,10,10,10,no,1,1,1,0,1,6,10,10,10,10,10,1,1,10,10,"Immigration, Economy, Poverty / Homelessness","Immigration, Economy, Poverty / Homelessness",1,3,3,10,3,10,2025-11-06 15:24:41,Gender,Trump,1
411,51-60,she/her/hers,High school or equivalent,Unemployed,US,"[""Italy""]","[""White""]","[""English""]",1,Upper-Intermediate (B2),Democrats,1,"[""Music""]",Comfortable,Beginner,Casual viewer,2025-11-06 15:21:47,1298,428,1,2,2,10,6,10,1,1,1,2,0,0,1,1,1,4,6,no,1,1,1,0,10,4,2,2,6,6,1,1,1,5,5,Economy,Unifying the country,1,1,10,6,6,6,2025-11-06 15:31:59,Education,Harris,1
415,51-60,she/her/hers,Bachelor's degree,Education & Training,US,"[""Italy""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,3,"[""Music""]",Very comfortable,Intermediate,News junkie,2025-11-06 15:25:51,1294,529,9,4,7,1,1,1,4,8,7,10,1,0,0,1,10,5,1,,1,1,1,1,6,5,10,7,10,6,10,1,1,1,1,"National Security, Economy, Government / Poor leadership, Elections / Democracy, Healthcare, Poverty / Homelessness",Economy,7,7,10,8,10,10,2025-11-06 15:25:52,Gender,Trump,1
417,51-60,he/him/his,Bachelor's degree,Business & Management,US,"[""Ireland""]","[""White""]","[""English""]",1,Proficient (C2),Independent,1,"[""Symphonies"", ""Music"", ""Nature Sounds""]",Very comfortable,Intermediate,Social media scroller,2025-11-06 15:33:36,1301,447,10,8,8,10,10,10,10,10,10,10,1,1,1,0,10,1,10,I heard her make this statement on the news.,1,5,7,0,10,8,3,9,10,10,10,10,8,1,1,"Government / Poor leadership, Immigration, Climate, Racism, Elections / Democracy, Healthcare, Poverty / Homelessness, Unifying the country, Education, Economy","Government / Poor leadership, Elections / Democracy, Healthcare, Poverty / Homelessness, Unifying the country, Economy, Immigration, Education, Climate",10,10,5,3,6,4,2025-11-06 15:37:46,NationalSecurity,Harris,1
419,51-60,he/him/his,Master's degree,"Arts, Design & Media",US,"[""Italy""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,1,"[""Music"", ""Other""]",Very comfortable,Advanced,Casual viewer,2025-11-06 15:41:35,1316,425,9,7,3,7,7,8,10,2,5,10,1,1,1,1,10,10,8,,1,1,1,0,10,10,1,10,8,10,10,5,2,2,1,"Economy, Climate, Education, Government / Poor leadership, Elections / Democracy, Other","Economy, Education, Government / Poor leadership, Elections / Democracy, Climate, Other",7,1,10,1,10,1,2025-11-06 15:56:30,Economy,Harris,1
422,31-40,she/her/hers,High school or equivalent,Sales & Marketing,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,10,"[""Audiobooks"", ""Music""]",Very comfortable,Beginner,Social media scroller,2025-11-06 15:43:51,1306,531,10,6,6,7,7,7,7,8,8,10,1,0,1,1,10,10,10,,1,10,10,0,10,10,6,6,10,10,10,3,6,6,7,"National Security, Immigration, Economy, Gender","National Security, Education, Government / Poor leadership, Healthcare, Poverty / Homelessness, Unifying the country, Elections / Democracy, Crime & Public safety",10,9,7,6,10,10,2025-11-06 15:46:34,Gender,Trump,1
425,18-30,he/him/his,Bachelor's degree,Information Technology (IT) & Software,US,"[""Netherlands (Kingdom of the)""]","[""Black or African American""]","[""English""]",1,Advanced (C1),Democrats,2,"[""Music""]",Comfortable,Intermediate,Social media scroller,2025-11-06 15:45:23,1308,548,6,6,6,6,6,7,6,6,7,7,1,1,1,0,7,6,7,,1,6,6,0,6,6,6,8,7,7,6,7,5,6,2,Climate,Climate,6,6,7,7,7,7,2025-11-06 15:48:43,Climate,Trump,1
438,60<,she/her/hers,Master's degree,Education & Training,US,"[""Norway""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,1,"[""Music""]",Comfortable,Beginner,Casual viewer,2025-11-06 18:16:39,1332,446,10,10,10,10,10,10,10,1,10,8,1,0,0,1,8,10,10,,1,5,5,0,1,4,10,10,10,10,10,1,1,10,10,Elections / Democracy,Elections / Democracy,9,1,10,10,10,10,2025-11-06 18:22:00,NationalSecurity,Harris,1
440,51-60,he/him/his,High school or equivalent,Other,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,8,"[""Music"", ""Podcasts"", ""Audiobooks""]",Very comfortable,Intermediate,Podcast listener,2025-11-06 20:25:16,1334,524,10,4,9,9,8,9,10,1,8,10,1,0,0,1,9,3,9,Nothing stood out to me.,1,1,1,0,10,9,10,3,9,4,8,1,4,2,1,Economy,Economy,7,2,10,7,10,7,2025-11-06 20:32:51,Economy,Trump,1
441,60<,she/her/hers,Professional degree,Freelance & Self-employed,US,"[""Ireland"", ""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,4,"[""Symphonies"", ""Audiobooks"", ""Nature Sounds""]",Comfortable,Beginner,Bookworm,2025-11-06 20:26:15,1335,429,9,6,6,8,8,8,5,5,4,5,0,1,0,0,4,6,6,I knew some of Kamala Harris' policies. I was not aware of this 1%  for equal pay.,1,1,1,0,9,2,6,7,8,8,8,1,1,4,3,"Elections / Democracy, National Security, Racism, Climate, Gender, Crime & Public safety, Unifying the country","Elections / Democracy, National Security, Racism, Climate, Gender, Crime & Public safety, Unifying the country, Healthcare, Government / Poor leadership",4,6,8,6,8,6,2025-11-06 20:37:19,Gender,Harris,1
442,31-40,he/him/his,High school or equivalent,"Arts, Design & Media",US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Independent,5,"[""Music""]",Very comfortable,Intermediate,Casual viewer,2025-11-06 20:27:47,1333,449,10,1,5,1,5,1,10,5,1,9,1,1,0,0,5,6,1,The question of open vs stricter policies does not make sense or point to anything tangible,1,1,1,0,10,1,10,5,1,5,10,1,1,1,1,Government / Poor leadership,Government / Poor leadership,1,1,5,5,5,5,2025-11-06 20:31:44,Racism,Harris,1
446,51-60,he/him/his,Associate degree,Other,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,8,"[""Music"", ""Nature Sounds""]",Very comfortable,Intermediate,Casual viewer,2025-11-06 20:47:23,1337,526,10,6,4,3,4,2,10,5,1,10,1,0,0,1,10,5,1,Nothing stood out.  I seriously doubt the audio clip was fake since it reflects trump's actual stance on tariffs.,1,1,1,0,2,1,9,5,9,5,9,2,2,1,1,Government / Poor leadership,Government / Poor leadership,5,3,7,4,7,4,2025-11-06 20:52:45,Economy,Trump,1
447,60<,she/her/hers,High school or equivalent,Unemployed,US,"[""United States of America""]","[""White""]","[""English""]",1,Advanced (C1),Republicans,9,"[""Music""]",Comfortable,Beginner,Casual viewer,2025-11-06 20:48:12,1338,417,4,2,2,3,3,2,2,4,1,9,1,1,0,0,7,3,1,no,1,1,1,0,1,1,8,2,1,1,2,1,1,1,1,Economy,Economy,4,1,3,5,2,3,2025-11-06 20:54:52,Racism,Harris,1
448,31-40,he/him/his,Bachelor's degree,Science & Research,US,"[""United States of America"", ""Sweden""]","[""White""]","[""English""]",2,Proficient (C2),Democrats,2,"[""Music"", ""Symphonies"", ""Podcasts""]",Very comfortable,Advanced,Bookworm,2025-11-06 21:05:25,1339,538,10,5,5,1,1,1,8,1,9,8,1,1,0,1,4,1,1,,1,1,1,0,10,10,10,1,9,1,10,3,7,1,1,"Economy, Climate, Government / Poor leadership, Elections / Democracy, Healthcare, Poverty / Homelessness","Economy, Climate, Government / Poor leadership, Elections / Democracy, Healthcare, Poverty / Homelessness",2,2,3,2,3,2,2025-11-06 21:09:22,NationalSecurity,Trump,1
450,31-40,he/him/his,High school or equivalent,Unemployed,US,"[""Norway"", ""Spain"", ""Germany""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,1,"[""Music""]",Very comfortable,Beginner,Social media scroller,2025-11-06 21:27:10,1341,434,10,2,8,6,3,8,10,1,2,8,1,0,0,1,9,3,1,,1,1,1,0,10,10,1,3,9,3,10,2,1,1,1,"Climate, Economy, Government / Poor leadership, Poverty / Homelessness, Healthcare","Climate, Economy, Government / Poor leadership, Poverty / Homelessness, Healthcare",1,1,2,1,2,1,2025-11-06 21:32:04,Gender,Harris,1
453,41-50,he/him/his,Bachelor's degree,Information Technology (IT) & Software,US,"[""Ireland"", ""Germany""]","[""White""]","[""English""]",1,Proficient (C2),Independent,5,"[""Music"", ""Podcasts""]",Very comfortable,Intermediate,News junkie,2025-11-06 22:36:00,1345,437,10,1,3,2,2,2,8,7,2,8,1,1,0,0,8,2,2,I am curious if the clip is real.  It seemed to lack context which made it more difficult to answer questions about if I agree with the stance or not. ,1,1,1,0,5,1,1,3,4,6,8,6,2,2,2,Economy,Economy,2,6,9,3,8,3,2025-11-06 22:39:09,Gender,Harris,1
457,31-40,she/her/hers,Bachelor's degree,Unemployed,US,"[""Philippines""]","[""Asian""]","[""Other"", ""Tagalog (Filipino)""]",2,Proficient (C2),Democrats,2,"[""Audiobooks"", ""Podcasts"", ""Nature Sounds""]",Very comfortable,No Experience,Social media scroller,2025-11-07 09:53:02,1355,415,10,5,9,7,8,8,10,1,3,10,1,1,1,1,7,2,8,,1,1,1,0,10,3,9,3,9,3,7,1,1,2,1,"Economy, Racism, Education, Government / Poor leadership, Healthcare, Poverty / Homelessness","Economy, Government / Poor leadership, Healthcare, Education, Racism, Climate",6,1,7,6,7,6,2025-11-07 09:59:36,NationalSecurity,Harris,1
461,41-50,she/her/hers,High school or equivalent,Unemployed,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,8,"[""Music""]",Somewhat comfortable,Beginner,Social media scroller,2025-11-07 09:55:57,1354,543,10,9,8,10,9,10,9,9,6,9,1,1,0,0,9,9,10,,1,5,5,0,1,1,8,9,9,9,9,1,1,9,9,"Immigration, National Security, Economy, Healthcare","Healthcare, Economy, National Security, Immigration",3,1,5,5,10,5,2025-11-07 09:59:27,Racism,Trump,1
462,31-40,he/him/his,No degree,Unemployed,US,"[""United States of America""]","[""Black or African American""]","[""English""]",3,Proficient (C2),Independent,10,"[""Music""]",Very comfortable,Expert,Social media scroller,2025-11-07 09:57:34,1356,415,10,1,10,1,1,10,10,1,1,10,1,1,1,1,10,10,1,no,1,1,1,1,1,1,1,10,1,1,10,1,1,1,1,"Immigration, National Security, Elections / Democracy, Crime & Public safety, Poverty / Homelessness, Unifying the country","Immigration, Elections / Democracy, Crime & Public safety, Poverty / Homelessness, Unifying the country",10,1,1,6,1,10,2025-11-07 10:03:04,NationalSecurity,Harris,1
463,51-60,she/her/hers,Professional degree,Finance & Accounting,US,"[""United States of America""]","[""White"", ""American Indian or Alaska Native""]","[""English""]",2,Proficient (C2),Republicans,7,"[""Podcasts"", ""Music"", ""Audiobooks""]",Very comfortable,Advanced,Social media scroller,2025-11-07 09:57:37,1357,531,10,8,10,9,10,8,10,9,10,10,1,0,0,1,7,1,2,No,1,3,8,0,7,8,10,1,10,1,8,10,3,1,1,"Economy, Immigration, Climate, Gender, Healthcare","Healthcare, Immigration, Climate, Gender",2,3,6,1,7,1,2025-11-07 10:03:24,Gender,Trump,1
466,51-60,he/him/his,Master's degree,Business & Management,US,"[""United States of America""]","[""Black or African American""]","[""English""]",1,Proficient (C2),Independent,5,"[""Audiobooks"", ""Music""]",Very comfortable,Intermediate,News junkie,2025-11-07 10:01:21,1358,533,10,8,7,7,7,5,10,7,7,9,1,1,0,1,8,9,1,,1,1,1,0,3,3,10,9,10,9,9,8,2,1,1,"Racism, Immigration, Poverty / Homelessness, Economy","Racism, Immigration, Economy, Poverty / Homelessness",9,5,9,10,9,9,2025-11-07 10:06:33,Immigration,Trump,1
467,41-50,she/her/hers,Bachelor's degree,Education & Training,US,"[""Ireland""]","[""White""]","[""English""]",2,Proficient (C2),Republicans,8,"[""Audiobooks"", ""Podcasts""]",Comfortable,Intermediate,Social media scroller,2025-11-07 10:01:23,1362,554,9,9,9,8,8,8,8,2,8,8,1,0,1,1,8,8,8,Not at all,1,9,6,0,7,6,2,8,9,8,8,2,2,7,7,"National Security, Economy, Government / Poor leadership, Elections / Democracy, Unifying the country","National Security, Immigration, Economy, Government / Poor leadership, Elections / Democracy, Unifying the country",9,3,7,6,6,6,2025-11-07 10:12:44,Gender,Trump,1
468,51-60,she/her/hers,Associate degree,Unemployed,US,"[""United States of America""]","[""White""]","[""English""]",2,Proficient (C2),Democrats,1,"[""Nature Sounds"", ""Music""]",Very comfortable,Beginner,News junkie,2025-11-07 10:04:22,1372,522,9,6,7,8,5,1,8,9,9,9,1,1,1,1,6,4,1,"Nothing.  I hate Donald Trump more than anything - almost, but I did try to assess this fairly for your study.  ",1,1,1,0,10,5,10,4,5,5,10,1,5,1,1,Government / Poor leadership,Government / Poor leadership,9,5,8,3,8,3,2025-11-07 10:25:53,Economy,Trump,1
475,51-60,she/her/hers,Master's degree,Other,US,"[""United States of America""]","[""Black or African American""]","[""English""]",1,Proficient (C2),Democrats,9,"[""Music""]",Very comfortable,Intermediate,Bookworm,2025-11-07 10:10:53,1366,418,10,10,10,10,10,10,10,1,10,10,1,1,1,1,10,10,10,,1,5,5,0,10,5,10,10,10,10,10,1,8,9,8,"Economy, Climate, Racism, Government / Poor leadership","Racism, Climate, Economy, Government / Poor leadership, Healthcare, Poverty / Homelessness",10,1,10,10,10,10,2025-11-07 10:20:02,Climate,Harris,1
480,41-50,he/him/his,Associate degree,Real Estate & Property Management,US,"[""United States of America""]","[""Black or African American""]","[""English""]",1,Proficient (C2),Democrats,5,"[""Symphonies"", ""Nature Sounds""]",Very comfortable,Intermediate,Social media scroller,2025-11-07 10:14:57,1367,436,9,6,9,9,9,9,9,9,9,9,1,1,0,1,9,9,9,I found it interesting that the candidate admits there is a need for immigration policy change.,1,5,5,0,8,9,6,9,8,9,9,1,1,1,1,"Immigration, Healthcare, Poverty / Homelessness, Economy","Economy, Healthcare, Poverty / Homelessness, Immigration",3,1,6,7,7,7,2025-11-07 10:21:17,Immigration,Harris,1
483,60<,she/her/hers,Master's degree,Information Technology (IT) & Software,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,9,"[""Music""]",Comfortable,Advanced,Social media scroller,2025-11-07 10:19:16,1369,545,7,6,9,6,6,8,8,6,6,8,1,1,0,0,8,9,8,,1,3,3,0,5,6,9,9,7,9,9,1,1,8,5,"Economy, Climate, Government / Poor leadership, Crime & Public safety","Economy, Climate, Government / Poor leadership, Crime & Public safety",9,1,9,9,9,9,2025-11-07 10:24:31,Climate,Trump,1
484,51-60,she/her/hers,Bachelor's degree,Other,US,"[""United States of America""]","[""Black or African American""]","[""English""]",2,Proficient (C2),Democrats,2,"[""Podcasts"", ""Nature Sounds"", ""Audiobooks""]",Very comfortable,Intermediate,Podcast listener,2025-11-07 10:21:47,1373,535,10,8,10,5,4,9,10,4,9,9,1,1,0,1,10,1,1,I enjoyed taking the study,1,1,2,0,4,2,10,2,10,1,9,9,7,2,2,"Economy, Government / Poor leadership, Healthcare, Unifying the country, Climate, Poverty / Homelessness","Government / Poor leadership, Climate, Economy, Healthcare, Poverty / Homelessness, Unifying the country",5,8,7,3,7,2,2025-11-07 10:29:12,Immigration,Trump,1
486,51-60,he/him/his,High school or equivalent,Freelance & Self-employed,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,1,"[""Music""]",Very comfortable,Intermediate,Social media scroller,2025-11-07 10:31:52,1376,415,10,6,7,9,8,8,9,1,1,8,1,1,0,0,6,7,10,Nothing stood  out to me.,1,1,1,0,10,9,7,7,8,9,8,1,1,5,6,"Economy, Racism, Education, Government / Poor leadership, Elections / Democracy, Healthcare, Poverty / Homelessness, Unifying the country","Economy, Racism, Education, Government / Poor leadership, Elections / Democracy, Healthcare, Poverty / Homelessness, Unifying the country",7,1,4,5,7,6,2025-11-07 10:38:14,NationalSecurity,Harris,1
487,18-30,she/her/hers,Bachelor's degree,Finance & Accounting,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,8,"[""Music""]",Very comfortable,Intermediate,Casual viewer,2025-11-07 10:34:05,1386,554,10,8,9,9,9,9,8,1,6,8,1,0,0,1,8,7,10,,1,8,7,0,1,1,7,8,8,8,9,1,2,6,5,Racism,Climate,6,1,8,7,8,8,2025-11-07 10:48:24,Gender,Trump,1
489,18-30,they/them/theirs,High school or equivalent,Retail & Customer Service,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,1,"[""Music"", ""Nature Sounds""]",Very comfortable,Beginner,Casual viewer,2025-11-07 10:38:01,1379,548,10,1,5,1,1,1,6,1,1,4,0,1,0,0,8,1,1,,1,1,1,1,10,6,1,1,4,1,10,6,1,1,1,"Economy, Climate, Government / Poor leadership, Healthcare, Poverty / Homelessness, Unifying the country","Government / Poor leadership, Poverty / Homelessness, Unifying the country, Economy, Racism, Climate, Healthcare",10,8,7,10,7,10,2025-11-07 10:42:41,Climate,Trump,1
502,41-50,he/him/his,Bachelor's degree,Healthcare & Medical,US,"[""Russian Federation""]","[""White""]","[""English""]",1,Proficient (C2),Independent,5,"[""Music""]",Somewhat comfortable,Intermediate,Casual viewer,2025-11-07 11:25:59,1396,428,8,2,5,2,2,1,10,8,7,8,1,0,0,1,8,2,1,"No, everything was simple and straightforward",1,1,1,0,1,1,2,2,1,1,10,5,1,1,1,"National Security, Economy, Crime & Public safety, Unifying the country","National Security, Economy, Crime & Public safety, Unifying the country",4,5,6,5,6,5,2025-11-07 11:29:32,Education,Harris,1
506,41-50,he/him/his,Bachelor's degree,Business & Management,US,"[""France""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,6,"[""Podcasts""]",Comfortable,Intermediate,Casual viewer,2025-11-07 11:32:12,1402,416,9,7,4,5,5,5,5,5,4,5,0,1,0,0,5,3,1,,1,1,1,0,10,1,8,2,5,1,5,6,4,2,2,Economy,Economy,9,5,1,3,1,3,2025-11-07 11:37:45,Racism,Harris,1
513,18-30,he/him/his,High school or equivalent,Unemployed,US,"[""United States of America""]","[""Black or African American"", ""White""]","[""English""]",1,Proficient (C2),Democrats,3,"[""Music""]",Comfortable,Beginner,Casual viewer,2025-11-07 11:36:26,1406,526,2,1,3,1,1,1,10,1,1,9,1,1,0,1,9,1,1,,1,1,1,0,10,10,10,1,8,1,10,5,1,1,1,"Economy, Education, Government / Poor leadership, Elections / Democracy, Healthcare, Poverty / Homelessness, Unifying the country","Government / Poor leadership, Economy, Education, Elections / Democracy, Healthcare, Poverty / Homelessness, Unifying the country",6,5,8,5,8,5,2025-11-07 11:40:46,Economy,Trump,1
515,31-40,she/her/hers,Bachelor's degree,Science & Research,US,"[""Germany"", ""United States of America""]","[""White""]","[""English""]",2,Proficient (C2),Republicans,8,"[""Music"", ""Podcasts""]",Very comfortable,Intermediate,Podcast listener,2025-11-07 11:41:44,1408,528,10,4,8,6,6,10,10,9,9,7,1,1,1,0,4,6,8,No just wasn’t sure if the clip is real or ai,1,1,1,0,6,5,3,8,5,8,6,1,1,4,6,"Elections / Democracy, Poverty / Homelessness, Unifying the country, National Security, Immigration, Economy","National Security, Immigration, Elections / Democracy, Crime & Public safety, Poverty / Homelessness, Unifying the country, Economy",4,1,6,4,5,6,2025-11-07 11:41:45,Education,Trump,1
518,31-40,she/her/hers,Bachelor's degree,Healthcare & Medical,US,"[""Mexico""]","[""Hispanic or Latino""]","[""English""]",2,Proficient (C2),Republicans,6,"[""Audiobooks"", ""Nature Sounds"", ""Podcasts""]",Very comfortable,Beginner,Bookworm,2025-11-07 11:51:24,1410,530,10,10,5,8,8,8,10,9,9,10,1,1,1,1,8,9,9,Gender is a very complex topic ,1,4,1,0,5,5,10,5,10,10,9,3,1,1,1,"National Security, Racism, Economy, Healthcare, Immigration","Racism, Economy, Healthcare",4,1,4,4,5,5,2025-11-07 11:57:19,Gender,Trump,1
519,41-50,she/her/hers,Bachelor's degree,Information Technology (IT) & Software,US,"[""United States of America""]","[""Black or African American""]","[""English""]",1,Proficient (C2),Democrats,5,"[""Music"", ""Podcasts"", ""Nature Sounds""]",Very comfortable,Advanced,Social media scroller,2025-11-07 11:52:17,1409,545,10,1,6,1,1,1,9,1,2,8,1,1,0,1,8,2,1,,1,1,1,0,8,5,1,1,3,1,1,9,9,2,2,"Economy, Government / Poor leadership, Unifying the country, Climate","Economy, Racism, Government / Poor leadership, Elections / Democracy, Unifying the country",9,9,9,9,9,9,2025-11-07 11:52:18,Climate,Trump,1
520,51-60,she/her/hers,High school or equivalent,Other,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Independent,5,"[""Music""]",Very comfortable,Advanced,Social media scroller,2025-11-07 11:54:26,1411,447,10,3,8,2,3,2,10,1,1,8,0,0,0,1,6,5,1,,1,1,1,0,5,1,3,5,2,5,5,1,1,1,1,"Immigration, National Security, Government / Poor leadership, Poverty / Homelessness","National Security, Immigration, Economy, Government / Poor leadership, Poverty / Homelessness",5,1,10,5,9,9,2025-11-07 12:00:50,NationalSecurity,Harris,1
